Order,Combination,ID,logL,deltaL,bp-RELL,p-KH,p-SH,c-ELW,p-AU,rank,rooted_incstance_cluster,is_kept,Combination,final_tree
107,hg19_G13_v1,34,-6380.168524,12.53526368,0,0.007,0.009,0.000231754,9.56E-08,60,-,0,LTR22s,
108,hg19_G13_v1,33,-6381.352707,13.71944698,0,0.002,0.003,5.80E-05,2.78E-50,61,-,0,LTR22s,
109,hg19_G14_v1,1,-2604.49028,0,0.189,0.494,1,0.24180426,0.744869621,1,-,1,LTR15s,
110,hg19_G14_v1,13,-2604.490285,5.24E-06,0.247,0.506,0.963,0.241803767,0.708699479,2,-,1,LTR15s,kept
111,hg19_G14_v1,2,-2604.490303,2.29E-05,0.302,0.427,0.977,0.241798334,0.637808274,3,-,1,LTR15s,
112,hg19_G14_v1,6,-2606.979838,2.48955831,0.045,0.113,0.692,0.062182442,0.168666134,4,-,0,LTR15s,
113,hg19_G14_v1,3,-2606.979925,2.489645443,0.063,0.113,0.692,0.062179085,0.168261518,5,-,0,LTR15s,
114,hg19_G14_v1,16,-2608.145736,3.655456436,0.039,0.1,0.44,0.045008122,0.121857734,6,-,0,LTR15s,
115,hg19_G14_v1,15,-2608.145731,3.655451173,0.045,0.1,0.44,0.045007951,0.121607991,7,-,0,LTR15s,
116,hg19_G14_v1,12,-2611.407173,6.916893124,0.053,0.069,0.161,0.036372301,0.097025183,8,-,0,LTR15s,
117,hg19_G14_v1,7,-2612.828301,8.338021403,0.005,0.025,0.097,0.005378581,0.004757334,9,-,0,LTR15s,
118,hg19_G14_v1,8,-2613.797537,9.307257812,0.001,0.018,0.076,0.003519993,0.005659802,10,-,0,LTR15s,
119,hg19_G14_v1,11,-2613.797782,9.307502818,0.002,0.018,0.076,0.003518689,0.005658696,11,-,0,LTR15s,
120,hg19_G14_v1,5,-2613.960596,9.470316487,0.006,0.015,0.083,0.004262865,0.012974229,12,-,0,LTR15s,
121,hg19_G14_v1,4,-2614.035222,9.54494201,0.001,0.014,0.076,0.002751871,0.020074172,13,-,0,LTR15s,
122,hg19_G14_v1,10,-2614.49682,10.00654085,0.001,0.015,0.07,0.002522065,0.002171121,14,-,0,LTR15s,
123,hg19_G14_v1,9,-2614.684803,10.19452381,0.001,0.013,0.059,0.001889673,0.014196039,15,-,0,LTR15s,
124,hg19_G15_v1,7,-1256.764819,0,0.176,0.516,1,0.241961802,0.721984726,1,-,1,LTR61s,kept
125,hg19_G15_v1,1,-1256.764875,5.65E-05,0.261,0.484,0.875,0.241968092,0.622863172,2,-,1,LTR61s,
126,hg19_G15_v1,2,-1256.764999,0.000180476,0.347,0.447,0.803,0.241937262,0.436449176,3,-,2,LTR61s,
127,hg19_G15_v1,3,-1258.28977,1.524950909,0.029,0.087,0.291,0.066294071,0.053245873,4,-,0,LTR61s,
128,hg19_G15_v1,6,-1258.290346,1.525527575,0.027,0.085,0.29,0.06609352,0.054025347,5,-,0,LTR61s,
129,hg19_G15_v1,4,-1258.925728,2.160909365,0.129,0.16,0.185,0.091955563,0.181359695,6,-,0,LTR61s,
130,hg19_G15_v1,5,-1259.162896,2.398076981,0.031,0.121,0.13,0.04978969,0.071974866,7,-,0,LTR61s,
131,hg19_G17_v1,1,-3162.854929,0,0.077,0.55,1,0.127486595,0.79787116,1,-,1,LTR4s,
132,hg19_G17_v1,2,-3162.89624,0.041310832,0.125,0.45,0.971,0.117864949,0.612649328,2,-,1,LTR4s,kept
133,hg19_G17_v1,7,-3162.897109,0.042180077,0.158,0.423,0.869,0.126058811,0.422100927,3,-,2,LTR4s,
134,hg19_G17_v1,3,-3162.975924,0.120994597,0.086,0.476,0.951,0.125570818,0.608093348,4,-,1,LTR4s,
135,hg19_G17_v1,4,-3162.996111,0.141182184,0.191,0.476,0.794,0.147098474,0.456634185,5,-,2,LTR4s,
136,hg19_G17_v1,5,-3163.008743,0.153814053,0.188,0.478,0.772,0.143250402,0.701009359,6,-,1,LTR4s,
137,hg19_G17_v1,6,-3163.627293,0.77236402,0.057,0.28,0.714,0.062585119,0.285515886,7,-,0,LTR4s,
138,hg19_G17_v1,9,-3165.860907,3.00597794,0.012,0.116,0.247,0.030973936,0.257277513,8,-,0,LTR4s,
139,hg19_G17_v1,10,-3165.860953,3.006023289,0.02,0.116,0.247,0.030972222,0.257273755,9,-,0,LTR4s,
140,hg19_G17_v1,11,-3165.861001,3.006071809,0.034,0.116,0.248,0.030975456,0.258384866,10,-,0,LTR4s,
141,hg19_G17_v1,14,-3165.862284,3.007354284,0.04,0.115,0.257,0.033577073,0.18576388,11,-,0,LTR4s,
142,hg19_G17_v1,12,-3167.00186,4.146930701,0.004,0.064,0.175,0.012119309,0.032006062,12,-,0,LTR4s,
143,hg19_G17_v1,13,-3167.0292,4.174270333,0.008,0.065,0.176,0.011466836,0.012394061,13,-,0,LTR4s,
144,hg19_G18_v1,26,-9309.758377,0,0.002,0.505,1,0.022126482,0.793062192,1,-,1,LTR25s,
145,hg19_G18_v1,27,-9309.75839,1.32E-05,0.009,0.495,0.997,0.022125495,0.808694375,2,-,1,LTR25s,
146,hg19_G18_v1,102,-9309.758426,4.96E-05,0.015,0.475,0.999,0.022126302,0.807159322,3,-,1,LTR25s,
147,hg19_G18_v1,111,-9309.792212,0.033835113,0.163,0.477,0.909,0.053113057,0.608924044,4,-,1,LTR25s,
148,hg19_G18_v1,81,-9310.059186,0.30080967,0.045,0.421,0.945,0.023850986,0.596812689,5,-,1,LTR25s,
149,hg19_G18_v1,82,-9310.189891,0.431514348,0.015,0.394,0.944,0.019860973,0.793428305,6,-,1,LTR25s,
150,hg19_G18_v1,80,-9310.189933,0.431556232,0.019,0.394,0.944,0.019860705,0.789563338,7,-,1,LTR25s,kept
151,hg19_G18_v1,103,-9310.231173,0.472795887,0.006,0.168,0.957,0.01547629,0.347387793,8,-,0,LTR25s,
152,hg19_G18_v1,108,-9310.2312,0.472823733,0.016,0.168,0.957,0.015474814,0.334971958,9,-,0,LTR25s,
153,hg19_G18_v1,104,-9310.32811,0.569732945,0.01,0.174,0.931,0.014923833,0.324518469,10,-,0,LTR25s,
154,hg19_G18_v1,1,-9310.366163,0.607786329,0.03,0.349,0.917,0.018848663,0.528070396,11,-,1,LTR25s,
155,hg19_G18_v1,93,-9310.374239,0.615862516,0.004,0.287,0.942,0.0129117,0.409483993,12,-,2,LTR25s,
156,hg19_G18_v1,94,-9310.37424,0.615863782,0.007,0.287,0.942,0.012911879,0.422925556,13,-,2,LTR25s,
157,hg19_G18_v1,95,-9310.374336,0.615959114,0.005,0.287,0.942,0.012912091,0.431368819,14,-,2,LTR25s,
158,hg19_G18_v1,83,-9310.381289,0.6229121,0.037,0.36,0.879,0.018627355,0.36699517,15,-,0,LTR25s,
159,hg19_G18_v1,105,-9310.38522,0.626843096,0.011,0.159,0.926,0.01429808,0.635513722,16,-,1,LTR25s,
160,hg19_G18_v1,84,-9310.40326,0.644883177,0.042,0.354,0.878,0.01858308,0.449084294,17,-,2,LTR25s,
161,hg19_G18_v1,4,-9310.417196,0.658819655,0.024,0.342,0.924,0.018157185,0.455536308,18,-,2,LTR25s,
162,hg19_G18_v1,96,-9310.428739,0.670362684,0.006,0.278,0.931,0.012189909,0.546446917,19,-,1,LTR25s,
163,hg19_G18_v1,24,-9310.442426,0.684049755,0.065,0.359,0.905,0.024489027,0.458100529,20,-,2,LTR25s,
164,hg19_G18_v1,92,-9310.442247,0.68387065,0.008,0.268,0.934,0.011683719,0.302388826,21,-,0,LTR25s,
165,hg19_G18_v1,106,-9310.475809,0.717432513,0.014,0.19,0.882,0.01485154,0.404574272,22,-,2,LTR25s,
166,hg19_G18_v1,107,-9310.475816,0.717439587,0.025,0.19,0.882,0.014850291,0.404662124,23,-,2,LTR25s,
167,hg19_G18_v1,97,-9310.550636,0.792259168,0.009,0.255,0.919,0.010875683,0.341280121,24,-,0,LTR25s,
168,hg19_G18_v1,91,-9310.550732,0.792355748,0.011,0.255,0.919,0.010873853,0.234173514,25,-,0,LTR25s,
169,hg19_G18_v1,12,-9310.590052,0.831675103,0.02,0.356,0.835,0.020810806,0.448648292,26,-,2,LTR25s,
170,hg19_G18_v1,10,-9310.589972,0.831595131,0.028,0.356,0.834,0.020807096,0.444780094,27,-,2,LTR25s,
171,hg19_G18_v1,11,-9310.590241,0.831863988,0.038,0.356,0.834,0.020808234,0.452980539,28,-,2,LTR25s,
172,hg19_G18_v1,9,-9310.66035,0.901973547,0.088,0.343,0.795,0.029572115,0.346798937,29,-,0,LTR25s,
173,hg19_G18_v1,3,-9310.693349,0.934972139,0.001,0.284,0.913,0.011677253,0.225569597,30,-,0,LTR25s,
174,hg19_G18_v1,5,-9310.693349,0.934972228,0.002,0.284,0.914,0.011686366,0.217870498,31,-,0,LTR25s,
175,hg19_G18_v1,115,-9310.732335,0.973958499,0.04,0.266,0.85,0.016561216,0.342711306,32,-,0,LTR25s,
176,hg19_G18_v1,79,-9310.766922,1.00854501,0.008,0.254,0.869,0.010383255,0.150026941,33,-,0,LTR25s,
177,hg19_G18_v1,78,-9310.766963,1.008586617,0.004,0.254,0.869,0.010382621,0.116722767,34,-,0,LTR25s,
178,hg19_G18_v1,2,-9310.778162,1.019785342,0.001,0.259,0.907,0.0103184,0.128557545,35,-,0,LTR25s,
179,hg19_G18_v1,14,-9310.778182,1.01980535,0.002,0.259,0.907,0.010318557,0.151802462,36,-,0,LTR25s,
180,hg19_G18_v1,15,-9310.831989,1.073612715,0.005,0.244,0.901,0.009696128,0.326964721,37,-,0,LTR25s,
181,hg19_G18_v1,101,-9310.836043,1.077665848,0.004,0.123,0.89,0.00767286,0.119275029,38,-,0,LTR25s,
182,hg19_G18_v1,28,-9310.841316,1.082939643,0.001,0.118,0.893,0.007525188,0.045777459,39,-,0,LTR25s,
183,hg19_G18_v1,6,-9310.898447,1.14007035,0.007,0.266,0.827,0.011614443,0.387851642,40,-,0,LTR25s,
184,hg19_G18_v1,109,-9310.922997,1.164620231,0,0.136,0.92,0.007769918,0.498850788,41,-,2,LTR25s,
185,hg19_G18_v1,25,-9310.923017,1.164640374,0.001,0.136,0.919,0.007769116,0.505583915,42,-,1,LTR25s,
186,hg19_G18_v1,13,-9310.931964,1.173587492,0.006,0.262,0.815,0.011383236,0.205980427,43,-,0,LTR25s,
187,hg19_G18_v1,110,-9311.013071,1.254693947,0,0.127,0.9,0.007289385,0.2086796,44,-,0,LTR25s,
188,hg19_G18_v1,113,-9311.02745,1.269073644,0,0.124,0.894,0.007367177,0.094388731,45,-,0,LTR25s,
189,hg19_G18_v1,30,-9311.042453,1.284076181,0.001,0.14,0.829,0.006511581,1.05E-09,46,-,0,LTR25s,
190,hg19_G18_v1,29,-9311.042479,1.28410251,0.005,0.14,0.829,0.006511078,8.46E-11,47,-,0,LTR25s,
191,hg19_G18_v1,7,-9311.052868,1.294491592,0.005,0.24,0.79,0.010124579,0.262032322,48,-,0,LTR25s,
192,hg19_G18_v1,89,-9311.119403,1.361026409,0.002,0.151,0.803,0.006738352,0.352288443,49,-,0,LTR25s,
193,hg19_G18_v1,87,-9311.168158,1.409781606,0.002,0.15,0.804,0.006366956,0.395844599,50,-,0,LTR25s,
194,hg19_G18_v1,114,-9311.194212,1.435835375,0.005,0.12,0.811,0.007379925,0.113044891,51,-,0,LTR25s,
195,hg19_G18_v1,88,-9311.21023,1.451852903,0.004,0.146,0.788,0.006167002,0.370403569,52,-,0,LTR25s,
196,hg19_G18_v1,86,-9311.222345,1.463967827,0.001,0.143,0.782,0.005987828,0.386059283,53,-,0,LTR25s,
197,hg19_G18_v1,85,-9311.243048,1.484670881,0.001,0.136,0.785,0.00577749,0.390246444,54,-,0,LTR25s,
198,hg19_G18_v1,23,-9311.275696,1.517318953,0.008,0.184,0.769,0.009686303,0.117788819,55,-,0,LTR25s,
199,hg19_G18_v1,16,-9311.344647,1.586270222,0.002,0.166,0.751,0.007620685,0.008818156,56,-,0,LTR25s,
200,hg19_G18_v1,17,-9311.344659,1.586281861,0.001,0.166,0.751,0.007619398,0.010072346,57,-,0,LTR25s,
201,hg19_G18_v1,112,-9311.346637,1.588260395,0.001,0.088,0.805,0.005379986,0.43418171,58,-,2,LTR25s,
202,hg19_G18_v1,31,-9311.484034,1.725656977,0,0.088,0.725,0.00409334,0.001901606,59,-,0,LTR25s,
203,hg19_G18_v1,90,-9311.515229,1.756852435,0,0.078,0.713,0.004022022,1.36E-05,60,-,0,LTR25s,
204,hg19_G18_v1,8,-9311.53233,1.773953452,0.002,0.183,0.679,0.006460991,0.0367426,61,-,0,LTR25s,
205,hg19_G18_v1,32,-9311.552141,1.793764665,0.001,0.092,0.684,0.004146508,0.164855291,62,-,0,LTR25s,
206,hg19_G18_v1,98,-9311.604926,1.846548951,0,0.056,0.69,0.003680684,0.001193331,63,-,0,LTR25s,
207,hg19_G18_v1,18,-9311.619364,1.860987246,0.003,0.133,0.669,0.006412831,1.43E-95,64,-,0,LTR25s,
208,hg19_G18_v1,33,-9311.677735,1.919358579,0,0.09,0.654,0.003735698,0.097769319,65,-,0,LTR25s,
209,hg19_G18_v1,44,-9311.765333,2.006956216,0.005,0.159,0.57,0.006779674,0.420481046,66,-,2,LTR25s,
210,hg19_G18_v1,51,-9311.814284,2.055907031,0.001,0.167,0.565,0.006663471,0.228208671,67,-,0,LTR25s,
211,hg19_G18_v1,43,-9311.814301,2.055924686,0.005,0.167,0.565,0.006663313,0.228849619,68,-,0,LTR25s,
212,hg19_G18_v1,45,-9311.865917,2.107540287,0.004,0.162,0.555,0.006793831,0.373093695,69,-,0,LTR25s,
213,hg19_G18_v1,46,-9311.867069,2.108692372,0.008,0.162,0.553,0.006788482,0.366910864,70,-,0,LTR25s,
214,hg19_G18_v1,54,-9311.922153,2.163776771,0.012,0.154,0.542,0.006742156,0.312321041,71,-,0,LTR25s,
215,hg19_G18_v1,50,-9311.936174,2.177797729,0.006,0.16,0.54,0.006895696,0.173554556,72,-,0,LTR25s,
216,hg19_G18_v1,47,-9311.966618,2.208241083,0.011,0.152,0.536,0.006686397,0.219507599,73,-,0,LTR25s,
217,hg19_G18_v1,21,-9312.08904,2.330663091,0.014,0.124,0.54,0.00826241,0.058379235,74,-,0,LTR25s,
218,hg19_G18_v1,42,-9312.101625,2.343248308,0.001,0.126,0.504,0.004914063,0.337922387,75,-,0,LTR25s,
219,hg19_G18_v1,52,-9312.101715,2.343338031,0.006,0.129,0.504,0.00499859,0.223551439,76,-,0,LTR25s,
220,hg19_G18_v1,41,-9312.105124,2.346746829,0.001,0.124,0.505,0.004831465,0.30433721,77,-,0,LTR25s,
221,hg19_G18_v1,55,-9312.105194,2.346817499,0.002,0.124,0.505,0.004831491,0.304299901,78,-,0,LTR25s,
222,hg19_G18_v1,67,-9312.115729,2.357352517,0.001,0.081,0.527,0.003274573,0.082618379,79,-,0,LTR25s,
223,hg19_G18_v1,66,-9312.115745,2.357368672,0.002,0.081,0.527,0.003274554,0.088174108,80,-,0,LTR25s,
224,hg19_G18_v1,68,-9312.11579,2.357412897,0,0.08,0.525,0.003274102,0.089425613,81,-,0,LTR25s,
225,hg19_G18_v1,53,-9312.184125,2.425747857,0.007,0.125,0.493,0.004660654,0.104848051,82,-,0,LTR25s,
226,hg19_G18_v1,100,-9312.287868,2.529490877,0,0.01,0.511,0.001900243,0.240189478,83,-,0,LTR25s,
227,hg19_G18_v1,99,-9312.311292,2.552915444,0,0.011,0.505,0.001845961,0.340941492,84,-,0,LTR25s,
228,hg19_G18_v1,20,-9312.357633,2.599256235,0.001,0.06,0.485,0.003474138,0.067664437,85,-,0,LTR25s,
229,hg19_G18_v1,19,-9312.37278,2.614403316,0,0.059,0.483,0.003505294,0.041112089,86,-,0,LTR25s,
230,hg19_G18_v1,58,-9312.492022,2.733645191,0.001,0.079,0.438,0.00295603,0.056185567,87,-,0,LTR25s,
231,hg19_G18_v1,65,-9312.511774,2.753397258,0,0.061,0.43,0.002351017,0.009343878,88,-,0,LTR25s,
232,hg19_G18_v1,57,-9312.516269,2.75789251,0.001,0.096,0.421,0.003486429,0.116895912,89,-,0,LTR25s,
233,hg19_G18_v1,56,-9312.516279,2.757902126,0.001,0.096,0.422,0.003486452,0.111042082,90,-,0,LTR25s,
234,hg19_G18_v1,64,-9312.554159,2.795782535,0.001,0.062,0.418,0.002238372,0.004737689,91,-,0,LTR25s,
235,hg19_G18_v1,62,-9312.593835,2.835458752,0,0.074,0.403,0.002485485,0.030292522,92,-,0,LTR25s,
236,hg19_G18_v1,61,-9312.593968,2.835591752,0,0.074,0.403,0.002484229,0.031503517,93,-,0,LTR25s,
237,hg19_G18_v1,60,-9312.608731,2.850354101,0,0.068,0.405,0.002435998,0.026084244,94,-,0,LTR25s,
238,hg19_G18_v1,39,-9312.636397,2.878019823,0,0.069,0.406,0.002378401,0.055490567,95,-,0,LTR25s,
239,hg19_G18_v1,38,-9312.636412,2.878035083,0,0.069,0.406,0.002378481,0.055911375,96,-,0,LTR25s,
240,hg19_G18_v1,22,-9312.65774,2.899362823,0,0.044,0.415,0.00271909,0.126154585,97,-,0,LTR25s,
241,hg19_G18_v1,48,-9312.6791,2.920723318,0.008,0.096,0.414,0.004106465,0.135544441,98,-,0,LTR25s,
242,hg19_G18_v1,49,-9312.67994,2.921562949,0.003,0.095,0.407,0.003764777,0.006999018,99,-,0,LTR25s,
243,hg19_G18_v1,34,-9312.69132,2.932943262,0,0.034,0.374,0.001563797,5.43E-09,100,-,0,LTR25s,
244,hg19_G18_v1,35,-9312.691333,2.932956712,0,0.034,0.373,0.00156376,4.94E-09,101,-,0,LTR25s,
245,hg19_G18_v1,72,-9312.691338,2.932960979,0,0.034,0.373,0.001563865,3.90E-09,102,-,0,LTR25s,
246,hg19_G18_v1,77,-9312.692826,2.934448989,0,0.017,0.42,0.001656061,0.152629604,103,-,0,LTR25s,
247,hg19_G18_v1,40,-9312.713313,2.954936235,0,0.066,0.386,0.002212731,0.174834073,104,-,0,LTR25s,
248,hg19_G18_v1,36,-9312.771127,3.012750473,0,0.037,0.372,0.001518004,0.032229826,105,-,0,LTR25s,
249,hg19_G18_v1,73,-9312.783873,3.02549609,0,0.031,0.363,0.001400192,1.06E-40,106,-,0,LTR25s,
250,hg19_G18_v1,69,-9312.805012,3.046635633,0,0.032,0.357,0.001407706,0.001084006,107,-,0,LTR25s,
251,hg19_G18_v1,59,-9312.81075,3.052373574,0,0.06,0.375,0.002002063,0.067124772,108,-,0,LTR25s,
252,hg19_G18_v1,37,-9312.8423,3.083923512,0,0.048,0.367,0.001632644,3.14E-49,109,-,0,LTR25s,
253,hg19_G18_v1,75,-9312.87797,3.11959316,0,0.021,0.356,0.001228035,3.50E-41,110,-,0,LTR25s,
254,hg19_G18_v1,76,-9312.929586,3.17120923,0,0.016,0.36,0.001208565,0.118181925,111,-,0,LTR25s,
255,hg19_G18_v1,70,-9312.930306,3.171929064,0,0.033,0.326,0.001269179,0.001336839,112,-,0,LTR25s,
256,hg19_G18_v1,74,-9312.945913,3.187536233,0,0.027,0.331,0.001247518,1.06E-44,113,-,0,LTR25s,
257,hg19_G18_v1,71,-9312.971405,3.213028272,0,0.028,0.321,0.001217051,0.00191761,114,-,0,LTR25s,
258,hg19_G18_v1,63,-9313.303698,3.545321208,0,0.038,0.282,0.001137445,4.99E-62,115,-,0,LTR25s,
259,hg19_G16_v1,1,-805.2228567,0,0.962,0.947,1,0.850340391,0.99405568,1,-,1,LTR66,kept
260,hg19_G16_v1,3,-809.8321414,4.609284673,0.009,0.053,0.053,0.0414188,0.010200166,2,-,0,LTR66,
261,hg19_G16_v1,6,-809.8322594,4.609402661,0.013,0.053,0.053,0.041415795,0.008550824,3,-,0,LTR66,
262,hg19_G16_v1,4,-810.0431722,4.82031552,0.004,0.046,0.046,0.033428125,0.00153764,4,-,0,LTR66,
263,hg19_G16_v1,5,-810.0441302,4.821273464,0.012,0.046,0.046,0.03339689,0.001537922,5,-,0,LTR66,
265,hg19_G19_v1,1,-1303.859092,0,0.676,0.779,1,0.660537391,0.943129309,1,-,1,MER11D,kept
266,hg19_G19_v1,6,-1306.944432,3.085339291,0.131,0.221,0.34,0.140392671,0.060519094,2,-,0,MER11D,
267,hg19_G19_v1,3,-1306.944822,3.085729262,0.154,0.221,0.34,0.140330412,0.060528623,3,-,0,MER11D,
268,hg19_G19_v1,4,-1310.370064,6.51097162,0.017,0.079,0.09,0.029383103,0.033406092,4,-,0,MER11D,
269,hg19_G19_v1,5,-1310.370954,6.511861559,0.022,0.079,0.09,0.029356424,0.033404712,5,-,0,MER11D,
,,,,,,,,,,,,,,